NorthVehicles,SouthVehicles,EastVehicles,WestVehicles,NorthWaitingTime,SouthWaitingTime,EastWaitingTime,WestWaitingTime,TimeOfDay,Weather,Emergency,TrafficDensity,CongestionLevel,GreenSignalTime,BestRoad
22,14,30,31,50,42,65,74,Afternoon,Clear,None,Medium,Medium,30,West
12,13,2,9,48,51,18,39,Night,Rainy,None,Low,Medium,20,South
2,11,0,6,23,43,12,18,Night,Foggy,None,Low,Low,20,South
50,30,30,17,113,75,67,47,Morning,Clear,None,High,High,40,North
0,8,3,12,6,24,26,55,Night,Foggy,None,Low,Low,20,West
52,30,27,20,111,62,60,51,Morning,Clear,None,High,High,50,North
10,8,12,7,32,23,31,29,Night,Clear,None,Low,Low,20,East
26,23,21,31,59,50,48,64,Afternoon,Clear,None,High,Medium,30,West
27,30,19,15,64,67,46,45,Afternoon,Clear,None,Medium,Medium,30,South
47,38,55,32,140,117,159,103,Evening,Rainy,None,Very High,Very High,50,East
23,36,32,32,70,101,102,86,Evening,Rainy,None,High,High,40,South
34,31,21,18,75,72,56,39,Morning,Clear,None,High,High,30,North
38,36,30,43,79,72,72,86,Evening,Clear,None,High,High,40,West
35,35,25,28,131,113,86,108,Morning,Foggy,None,High,Very High,30,North
14,20,19,29,40,55,50,72,Afternoon,Clear,None,Medium,Medium,30,West
31,28,39,31,63,63,86,66,Evening,Clear,None,High,High,40,East
48,35,26,24,101,79,59,61,Morning,Clear,None,High,High,40,North
28,18,19,31,69,40,46,75,Afternoon,Clear,None,Medium,Medium,30,West
7,10,6,12,25,28,16,26,Night,Clear,None,Low,Low,20,West
6,2,1,7,19,4,2,21,Night,Clear,None,Low,Low,10,West
53,42,19,27,163,124,64,91,Morning,Rainy,None,High,Very High,50,North
44,45,19,30,132,137,67,98,Morning,Rainy,None,High,Very High,40,South
28,23,31,14,60,46,65,34,Afternoon,Clear,None,Medium,Medium,30,East
3,7,3,8,21,24,11,22,Night,Clear,None,Low,Low,10,South
32,45,28,25,108,150,100,89,Morning,Foggy,None,High,Very High,40,South
31,23,21,23,77,54,43,50,Afternoon,Clear,None,Medium,Medium,30,North
45,29,15,26,125,87,56,82,Morning,Rainy,None,High,High,40,North
41,31,29,23,87,65,63,61,Morning,Clear,None,High,High,40,North
20,32,47,31,50,76,101,70,Evening,Clear,None,High,High,40,East
32,37,34,25,75,86,77,58,Evening,Clear,None,High,High,40,South
34,18,36,23,113,71,127,85,Afternoon,Foggy,None,High,High,40,East
30,32,29,22,100,116,91,75,Morning,Foggy,None,High,High,30,South
53,41,15,24,114,83,37,60,Morning,Clear,None,High,High,50,North
41,19,28,35,92,52,56,75,Evening,Clear,None,High,High,40,North
24,16,16,20,59,41,41,48,Afternoon,Clear,None,Medium,Medium,30,North
29,18,54,46,71,36,114,97,Evening,Clear,None,High,High,50,East
19,21,40,44,42,42,83,95,Evening,Clear,None,High,High,40,West
25,26,38,40,65,59,83,87,Evening,Clear,None,High,High,40,West
15,31,31,24,47,95,101,70,Afternoon,Rainy,None,High,High,30,East
21,19,36,51,53,42,76,109,Evening,Clear,None,High,High,50,West
24,23,39,32,58,61,82,73,Evening,Clear,None,High,High,40,East
43,20,44,27,99,40,92,68,Evening,Clear,None,High,High,40,North
24,20,24,34,48,55,62,68,Afternoon,Clear,None,High,Medium,30,West
47,41,41,33,98,83,89,77,Evening,Clear,None,Very High,High,40,North
30,27,34,18,60,66,79,41,Afternoon,Clear,None,High,High,30,East
33,36,38,30,75,75,83,60,Evening,Clear,None,High,High,40,East
48,46,27,24,145,140,90,67,Morning,Rainy,East,High,Very High,40,North
12,37,24,14,37,87,57,40,Afternoon,Clear,None,Medium,Medium,40,South
25,31,33,45,87,86,108,132,Evening,Rainy,None,High,Very High,40,West
22,39,36,33,57,92,74,69,Evening,Clear,None,High,High,40,South
25,20,48,41,58,54,102,89,Evening,Clear,None,High,High,40,East
29,40,53,29,70,92,107,67,Evening,Clear,None,High,High,50,East
38,46,25,12,118,124,82,39,Morning,Rainy,None,High,High,40,South
22,14,14,29,54,43,39,64,Afternoon,Clear,None,Medium,Medium,30,West
39,16,31,50,88,42,77,108,Evening,Clear,None,High,High,40,West
33,47,22,28,122,147,72,96,Morning,Foggy,None,High,Very High,40,South
23,19,41,45,56,46,88,93,Evening,Clear,None,High,High,40,West
23,24,21,32,59,53,42,77,Afternoon,Clear,None,High,Medium,30,West
48,28,31,10,99,66,63,27,Morning,Clear,None,High,High,40,North
32,38,54,31,78,87,111,77,Evening,Clear,West,High,High,30,West
27,34,21,33,62,75,56,70,Afternoon,Clear,None,High,High,30,South
34,52,32,14,82,117,65,42,Morning,Clear,None,High,High,50,South
40,41,21,18,91,94,47,49,Morning,Clear,None,High,High,40,South
35,25,51,38,105,76,148,121,Evening,Rainy,None,High,Very High,50,East
0,7,5,4,12,24,18,19,Night,Clear,None,Low,Low,10,South
31,25,24,17,65,58,57,43,Afternoon,Clear,None,Medium,Medium,30,North
41,33,34,50,85,69,79,112,Evening,Clear,None,High,High,40,West
6,6,0,6,18,23,0,24,Night,Clear,None,Low,Low,10,West
6,2,1,0,24,17,12,6,Night,Clear,None,Low,Low,10,North
17,37,31,22,34,84,73,47,Afternoon,Clear,None,High,Medium,40,South
36,30,39,36,84,60,86,77,Evening,Clear,None,High,High,40,East
35,22,29,26,73,47,73,67,Evening,Clear,None,High,High,30,North
40,41,44,43,95,93,99,87,Evening,Clear,None,Very High,High,40,East
22,23,29,13,66,66,83,47,Afternoon,Rainy,None,Medium,High,30,East
35,47,16,16,109,126,43,47,Morning,Rainy,None,High,High,40,South
41,40,38,31,121,116,118,91,Evening,Rainy,None,High,Very High,40,North
42,38,34,8,136,136,119,31,Morning,Foggy,None,High,Very High,40,North
7,7,0,8,24,20,16,21,Night,Rainy,None,Low,Low,10,West
24,32,34,30,61,72,82,72,Evening,Clear,None,High,High,30,East
40,40,32,27,82,85,67,56,Morning,Clear,None,High,High,40,South
3,8,10,10,14,17,27,32,Night,Clear,None,Low,Low,10,West
28,21,43,47,66,47,93,95,Evening,Clear,None,High,High,40,West
42,37,39,47,132,112,108,144,Evening,Rainy,None,Very High,Very High,40,West
31,35,47,47,106,114,148,148,Evening,Foggy,None,Very High,Very High,40,West
29,29,22,32,71,70,45,65,Afternoon,Clear,None,High,High,30,West
47,47,22,7,104,107,44,21,Morning,Clear,None,High,High,40,South
56,49,29,30,153,152,97,85,Morning,Rainy,None,Very High,Very High,50,North
21,23,53,49,56,55,111,101,Evening,Clear,None,High,High,50,East
34,29,53,39,73,64,109,84,Evening,Clear,None,High,High,50,East
43,36,21,16,156,125,65,65,Morning,Foggy,None,High,Very High,40,North
37,25,24,15,118,79,71,55,Morning,Rainy,None,High,High,40,North
52,39,28,9,106,88,63,22,Morning,Clear,None,High,High,50,North
36,32,54,35,86,66,112,72,Evening,Clear,None,High,High,50,East
20,19,30,19,40,43,70,39,Afternoon,Clear,None,Medium,Medium,30,East
36,32,25,17,79,65,59,35,Morning,Clear,None,High,Medium,40,North
22,22,46,40,91,69,156,137,Evening,Foggy,None,High,Very High,40,East
7,5,10,9,20,10,31,23,Night,Clear,None,Low,Low,10,East
53,50,30,20,110,103,73,50,Morning,Clear,None,High,High,50,North
38,31,17,16,82,75,37,46,Morning,Clear,None,High,High,40,North
16,29,26,17,43,61,65,34,Afternoon,Clear,None,Medium,Medium,30,South
39,16,35,48,80,37,72,108,Evening,Clear,None,High,High,40,West
26,21,27,20,56,45,62,49,Afternoon,Clear,None,Medium,Medium,30,East
37,36,46,50,88,79,105,100,Evening,Clear,None,Very High,High,40,West
24,16,30,25,72,58,85,67,Afternoon,Rainy,None,Medium,High,30,East
28,15,20,29,70,37,54,72,Afternoon,Clear,None,Medium,Medium,30,West
55,47,34,31,115,100,80,65,Morning,Clear,None,Very High,High,50,North
8,7,14,9,40,37,48,28,Night,Rainy,None,Low,Medium,20,East
29,35,45,25,94,131,161,80,Evening,Foggy,None,High,Very High,40,East
48,51,19,27,106,104,46,55,Morning,Clear,None,High,High,50,South
42,35,33,27,98,77,79,61,Morning,Clear,None,High,High,40,North
15,21,32,36,38,52,72,80,Afternoon,Clear,None,High,High,40,West
51,44,34,12,140,132,109,48,Morning,Rainy,None,High,Very High,50,North
31,29,25,13,70,70,64,28,Afternoon,Clear,None,Medium,Medium,30,South
33,37,26,22,93,118,87,71,Morning,Rainy,None,High,High,40,South
28,30,32,33,90,91,90,89,Evening,Rainy,None,High,High,30,West
37,26,54,40,137,93,180,141,Evening,Foggy,None,High,Very High,50,East
21,38,48,48,54,85,101,100,Evening,Clear,None,High,High,40,West
41,38,28,30,90,77,69,71,Evening,Clear,None,High,High,40,North
28,31,33,47,57,73,79,107,Evening,Clear,None,High,High,40,West
32,29,30,16,72,64,65,40,Morning,Clear,None,High,High,30,North
31,34,25,32,99,116,86,120,Morning,Foggy,None,High,Very High,30,West
17,35,25,16,52,108,80,68,Afternoon,Foggy,None,Medium,High,30,South
35,39,33,15,80,78,75,34,Morning,Clear,None,High,High,40,South
16,28,14,19,47,67,32,48,Afternoon,Clear,None,Medium,Medium,30,South
33,32,11,14,111,100,57,52,Morning,Foggy,None,Medium,High,30,North
10,0,7,5,30,5,14,25,Night,Clear,None,Low,Low,10,North
43,35,53,43,141,124,176,147,Evening,Foggy,None,Very High,Very High,50,East
36,45,23,18,79,91,55,44,Morning,Clear,None,High,High,40,South
1,14,8,11,16,38,28,30,Night,Clear,None,Low,Low,20,South
7,5,5,9,27,15,16,24,Night,Clear,None,Low,Low,10,West
21,35,32,24,53,71,65,57,Afternoon,Clear,None,High,High,30,South
45,39,29,17,126,112,81,58,Morning,Rainy,None,High,High,40,North
32,36,31,18,74,78,77,49,Morning,Clear,None,High,High,40,South
26,41,33,46,78,118,108,132,Evening,Rainy,None,High,Very High,40,West
43,31,56,33,92,70,116,71,Evening,Clear,None,Very High,High,50,East
44,33,12,21,95,79,26,51,Morning,Clear,None,High,High,40,North
5,11,11,6,14,22,33,26,Night,Clear,None,Low,Low,20,East
32,28,42,33,86,82,129,89,Evening,Rainy,None,High,High,40,East
23,19,19,31,67,54,58,93,Afternoon,Rainy,North,Medium,High,30,North
49,32,29,32,105,78,71,69,Morning,Clear,None,High,High,40,North
26,21,30,25,59,42,70,56,Afternoon,Clear,None,High,Medium,30,East
0,7,14,10,1,16,42,34,Night,Clear,None,Low,Low,20,East
11,7,7,7,40,29,35,27,Night,Rainy,None,Low,Medium,20,North
38,27,34,35,118,79,108,94,Afternoon,Rainy,None,High,High,40,North
26,36,39,45,83,113,106,121,Evening,Rainy,None,High,Very High,40,West
5,6,8,2,32,29,40,17,Night,Foggy,None,Low,Low,10,East
29,20,28,29,66,41,69,70,Afternoon,Clear,None,High,High,30,East
44,49,11,11,97,98,31,37,Morning,Clear,None,High,High,40,South
42,32,10,20,99,70,23,40,Morning,Clear,None,High,Medium,40,North
28,30,35,45,59,74,83,99,Evening,Clear,None,High,High,40,West
2,0,4,11,9,5,13,30,Night,Clear,None,Low,Low,20,West
45,46,18,12,91,100,38,28,Morning,Clear,None,High,High,40,South
37,27,58,44,86,54,119,92,Evening,Clear,None,Very High,High,50,East
8,8,9,0,21,26,30,2,Night,Clear,None,Low,Low,10,East
23,26,20,35,51,65,43,73,Afternoon,Clear,None,High,Medium,30,West
25,23,35,47,54,57,79,96,Evening,Clear,None,High,High,40,West
40,47,27,14,94,95,57,43,Morning,Clear,None,High,High,40,South
34,13,29,16,102,43,83,49,Afternoon,Rainy,None,Medium,High,30,North
36,38,51,48,75,85,107,111,Evening,Clear,None,Very High,High,40,West
28,32,28,19,79,93,83,62,Afternoon,Rainy,None,High,High,30,South
32,31,32,23,66,66,73,56,Afternoon,Clear,None,High,High,30,East
39,44,32,31,79,96,72,74,Morning,Clear,None,High,High,40,South
19,33,28,22,68,125,105,77,Afternoon,Foggy,None,High,High,30,South
30,15,37,17,61,44,84,37,Afternoon,Clear,None,Medium,Medium,40,East
40,43,44,28,89,100,93,67,Evening,Clear,None,High,High,40,South
33,21,30,33,78,51,69,70,Afternoon,Clear,None,High,High,30,North
50,27,20,31,102,67,52,74,Morning,Clear,None,High,High,40,North
24,38,56,46,56,76,122,99,Evening,Clear,None,Very High,High,50,East
4,4,8,12,19,22,20,31,Night,Clear,None,Low,Low,20,West
19,25,15,29,52,63,40,63,Afternoon,Clear,None,Medium,Medium,30,West
46,37,38,44,130,113,120,126,Evening,Rainy,None,Very High,Very High,40,North
28,18,25,29,67,50,59,69,Afternoon,Clear,None,High,High,30,West
42,36,15,24,96,73,31,58,Morning,Clear,None,High,High,40,North
4,1,13,12,21,10,37,26,Night,Clear,None,Low,Low,20,East
47,27,9,23,139,82,40,71,Morning,Rainy,None,High,High,40,North
21,28,38,44,62,82,109,118,Evening,Rainy,None,High,High,40,West
55,47,27,19,123,98,55,45,Morning,Clear,None,High,High,50,North
40,40,41,53,89,82,90,118,Evening,Clear,West,Very High,High,50,West
33,15,24,14,75,41,52,36,Afternoon,Clear,None,Medium,Medium,30,North
44,37,17,25,156,131,58,86,Morning,Foggy,None,High,Very High,40,North
27,28,32,31,81,76,95,90,Evening,Rainy,None,High,High,30,East
11,9,10,10,36,23,34,34,Night,Clear,None,Medium,Medium,10,West
46,44,28,14,141,139,75,48,Morning,Rainy,None,High,Very High,40,North
27,16,32,26,58,43,66,58,Afternoon,Clear,None,High,Medium,30,East
33,16,36,24,75,47,86,60,Afternoon,Clear,None,High,High,40,East
25,30,51,31,93,99,180,106,Evening,Foggy,None,High,Very High,50,East
4,3,9,6,20,13,23,17,Night,Clear,None,Low,Low,10,East
43,49,18,28,94,101,50,62,Morning,Clear,None,High,High,40,South
38,27,46,41,87,58,100,92,Evening,Clear,None,High,High,40,East
19,34,36,25,39,77,82,51,Afternoon,Clear,None,High,High,40,East
50,47,25,26,105,97,50,66,Morning,Clear,None,High,High,40,North
9,11,5,10,32,26,15,22,Night,Clear,None,Low,Low,10,North
7,1,7,4,22,13,25,19,Night,Clear,None,Low,Low,10,East
32,40,23,15,71,91,48,34,Morning,Clear,None,High,High,40,South
30,37,44,49,82,109,124,141,Evening,Rainy,None,Very High,Very High,40,West
44,26,35,29,98,63,74,71,Evening,Clear,None,High,High,40,North
10,9,7,10,33,21,28,30,Night,Clear,None,Low,Low,10,West
30,39,34,24,60,82,70,59,Morning,Clear,None,High,High,40,South
2,3,7,7,13,13,27,28,Night,Rainy,None,Low,Low,10,West
4,1,7,4,13,9,22,16,Night,Rainy,None,Low,Low,10,East
35,23,37,36,113,62,120,98,Afternoon,Rainy,None,High,High,40,East
29,27,36,38,63,63,73,84,Evening,Clear,None,High,High,40,West
54,42,18,25,117,91,50,56,Morning,Clear,None,High,High,50,North
36,25,43,46,97,78,136,125,Evening,Rainy,None,High,Very High,40,West
32,21,30,35,77,43,70,82,Evening,Clear,None,High,High,30,West
14,20,34,25,43,51,79,63,Afternoon,Clear,None,Medium,Medium,30,East
25,34,15,23,61,81,37,56,Afternoon,Clear,None,Medium,Medium,30,South
41,46,21,15,90,95,46,33,Morning,Clear,None,High,High,40,South
50,30,26,14,111,73,52,36,Morning,Clear,West,High,High,40,North
26,23,18,25,97,74,74,88,Afternoon,Foggy,None,Medium,High,30,North
34,16,16,17,83,32,32,48,Afternoon,Clear,None,Medium,Medium,30,North
18,29,33,29,52,82,108,95,Afternoon,Rainy,None,High,High,30,East
1,3,2,8,12,14,4,17,Night,Clear,None,Low,Low,10,West
25,25,36,29,55,65,76,61,Afternoon,Clear,None,High,High,40,East
0,8,0,7,20,32,13,35,Night,Foggy,None,Low,Low,10,West
25,28,49,44,62,70,102,94,Evening,Clear,None,High,High,40,East
0,0,0,0,9,13,9,9,Night,Clear,None,Low,Low,10,West
44,22,52,44,133,63,148,125,Evening,Rainy,None,Very High,Very High,50,East
29,19,26,12,70,41,53,24,Afternoon,Clear,None,Medium,Medium,30,North
36,46,33,29,127,144,125,102,Morning,Foggy,None,High,Very High,40,South
28,18,19,37,59,40,48,79,Afternoon,Clear,None,High,Medium,40,West
29,35,21,30,71,83,42,72,Afternoon,Clear,None,High,High,30,South
42,31,25,11,95,62,63,31,Morning,Clear,None,High,High,40,North
27,18,28,26,65,37,71,58,Afternoon,Clear,None,Medium,Medium,30,East
20,12,29,19,46,24,63,43,Afternoon,Clear,None,Medium,Medium,30,East
32,23,53,38,78,51,120,91,Evening,Clear,None,High,High,50,East
44,37,15,19,94,76,32,47,Morning,Clear,None,High,High,40,North
34,22,18,13,108,89,60,60,Afternoon,Foggy,None,Medium,High,30,North
51,41,30,29,110,97,67,69,Morning,Clear,None,High,High,50,North
35,24,29,23,78,48,72,54,Afternoon,Clear,None,High,High,30,North
33,20,35,42,71,46,78,87,Evening,Clear,None,High,High,40,West
51,51,34,22,110,117,71,49,Morning,Clear,None,High,High,50,South
28,27,17,35,57,56,46,77,Afternoon,Clear,None,High,Medium,30,West
29,31,26,35,72,73,60,81,Afternoon,Clear,None,High,High,30,West
8,6,0,3,27,25,4,11,Night,Clear,None,Low,Low,10,North
35,19,51,43,97,60,148,133,Evening,Rainy,None,High,Very High,50,East
2,3,11,7,9,18,36,19,Night,Clear,None,Low,Low,20,East
32,49,16,30,69,99,39,69,Morning,Clear,None,High,High,40,South
44,39,18,29,97,78,50,66,Morning,Clear,None,High,High,40,North
22,32,56,28,82,100,180,110,Evening,Foggy,None,High,Very High,50,East
50,39,32,16,102,87,65,38,Morning,Clear,None,High,High,40,North
6,7,12,7,17,24,25,14,Night,Clear,None,Low,Low,20,East
31,19,28,33,69,43,61,73,Afternoon,Clear,None,High,High,30,West
54,35,28,25,118,76,69,56,Morning,Clear,None,High,High,50,North
42,32,36,18,96,69,86,51,Morning,Clear,East,High,High,40,East
44,37,40,31,89,85,83,74,Evening,Clear,None,High,High,40,North
48,38,19,20,109,89,52,53,Morning,Clear,None,High,High,40,North
6,0,11,14,18,8,43,55,Night,Rainy,None,Low,Medium,20,West
28,18,34,21,100,74,125,74,Afternoon,Foggy,None,High,High,30,East
18,25,27,16,51,54,69,44,Afternoon,Clear,None,Medium,Medium,30,East
19,28,34,18,47,57,78,49,Afternoon,Clear,None,Medium,Medium,30,East
44,36,42,34,141,130,133,124,Evening,Foggy,None,High,Very High,40,North
54,48,23,25,159,132,70,76,Morning,Rainy,None,High,Very High,50,North
42,33,21,22,153,114,86,83,Morning,Foggy,None,High,Very High,40,North
29,20,37,30,78,58,118,90,Afternoon,Rainy,None,High,High,40,East
36,27,50,35,86,55,104,79,Evening,Clear,None,High,High,40,East
35,26,30,23,85,65,60,54,Afternoon,Clear,None,High,High,30,North
38,18,30,26,78,50,61,53,Afternoon,Clear,None,High,High,40,North
26,33,21,29,62,70,55,71,Afternoon,Clear,None,High,High,30,South
0,7,4,1,9,36,28,6,Night,Rainy,None,Low,Low,10,South
47,29,31,35,141,85,86,105,Evening,Rainy,None,High,Very High,40,North
17,14,19,16,35,42,45,38,Afternoon,Clear,None,Medium,Medium,20,East
47,40,43,40,109,80,101,80,Evening,Clear,None,Very High,High,40,North
39,38,27,18,91,82,67,36,Morning,Clear,None,High,High,40,North
35,19,45,45,77,45,94,94,Evening,Clear,None,High,High,40,West
18,26,51,40,36,52,109,87,Evening,Clear,None,High,High,50,East
25,26,53,46,68,79,148,132,Evening,Rainy,None,High,Very High,50,East
48,32,23,9,99,77,56,29,Morning,Clear,None,High,High,40,North
27,36,37,48,83,113,101,129,Evening,Rainy,None,High,Very High,40,West
1,5,5,2,14,20,11,7,Night,Clear,None,Low,Low,10,South
12,8,0,1,32,25,10,7,Night,Clear,None,Low,Low,20,North
39,43,30,11,122,126,82,44,Morning,Rainy,None,High,High,40,South
33,27,28,16,94,93,79,54,Afternoon,Rainy,None,High,High,30,North
29,20,55,27,59,52,122,63,Evening,Clear,None,High,High,50,East
42,36,14,26,145,119,51,103,Morning,Foggy,None,High,Very High,40,North
47,32,22,28,98,73,52,65,Morning,Clear,None,High,High,40,North
39,46,18,26,81,99,41,53,Morning,Clear,None,High,High,40,South
31,39,25,33,67,85,54,78,Morning,Clear,None,High,High,40,South
38,39,21,30,76,86,48,61,Morning,Clear,None,High,High,40,South
29,31,27,35,67,71,59,83,Afternoon,Clear,None,High,High,30,West
34,23,47,37,82,54,107,75,Evening,Clear,None,High,High,40,East
32,54,30,11,73,115,72,26,Morning,Clear,None,High,High,50,South
34,50,14,12,72,107,41,24,Morning,Clear,None,High,High,40,South
15,18,18,35,44,38,46,73,Afternoon,Clear,None,Medium,Medium,30,West
42,33,31,43,116,97,87,117,Evening,Rainy,None,High,Very High,40,West
47,25,37,53,98,56,75,120,Evening,Clear,None,Very High,High,50,West
24,15,50,31,52,42,110,62,Evening,Clear,None,High,High,40,East
9,3,12,9,26,11,30,29,Night,Clear,None,Low,Low,20,East
1,2,4,6,8,15,14,25,Night,Clear,None,Low,Low,10,West
3,4,4,0,9,21,22,9,Night,Clear,None,Low,Low,10,East
32,23,28,16,67,54,62,45,Afternoon,Clear,None,Medium,Medium,30,North
35,28,30,19,73,70,61,45,Morning,Clear,None,High,High,30,North
32,26,17,16,74,54,46,40,Afternoon,Clear,None,Medium,Medium,30,North
43,34,29,28,89,83,65,64,Morning,Clear,None,High,High,40,North
29,36,35,30,70,73,78,67,Evening,Clear,None,High,High,30,East
37,38,39,37,75,82,83,74,Evening,Clear,None,High,High,40,East
29,36,32,54,97,99,105,156,Evening,Rainy,None,High,Very High,50,West
23,18,31,25,46,44,71,64,Afternoon,Clear,None,Medium,Medium,30,East
36,32,35,40,110,95,103,117,Evening,Rainy,None,High,Very High,40,West
26,26,43,33,103,102,133,105,Evening,Foggy,South,High,Very High,30,South
24,33,39,50,59,80,85,107,Evening,Clear,None,High,High,40,West
48,35,31,36,144,114,89,113,Evening,Rainy,None,High,Very High,40,North
38,36,29,25,81,87,66,60,Evening,Clear,None,High,High,40,South
16,26,28,26,71,99,106,100,Afternoon,Foggy,None,Medium,High,30,East
32,28,35,24,69,66,85,49,Afternoon,Clear,None,High,High,30,East
19,36,24,28,38,74,53,61,Afternoon,Clear,None,High,Medium,40,South
44,32,40,48,94,79,80,99,Evening,Clear,None,Very High,High,40,West
36,32,43,39,84,69,98,84,Evening,Clear,None,High,High,40,East
52,33,25,22,180,102,88,91,Morning,Foggy,None,High,Very High,50,North
57,36,33,27,123,76,80,68,Morning,Clear,None,High,High,50,North
56,45,21,26,180,148,83,103,Morning,Foggy,None,High,Very High,50,North
47,50,31,26,104,102,73,60,Morning,Clear,None,High,High,40,South
17,23,18,27,45,57,50,67,Afternoon,Clear,None,Medium,Medium,30,West
30,48,11,27,69,99,34,62,Morning,Clear,None,High,High,40,South
22,26,22,24,75,93,71,79,Afternoon,Foggy,None,Medium,High,30,South
